exam_type,category,scenario,question_text,option_a,option_b,option_c,option_d,correct_answer,explanation
AI模擬,4-1 ブランド保護,,"商標登録出願を「分割」することができる時期として、不適切なものはどれか。",願書に添付した指定商品等を補正できる期間内。,商標登録査定の謄本の送達前。,拒絶査定不服審判を請求できる期間内。,商標権が設定登録された後。,エ,"商標法第10条。出願の分割は、審査中（係属中）の期間に限られ、登録後は不可である [18]。"
AI模擬,4-3 コンテンツ保護,,"著作者人格権（氏名表示権、公表権、同一性保持権）の相続に関する記述として、正しいものはどれか。",財産権と同様に、相続人に引き継がれる。,著作者の一身に専属する権利であり、相続することはできない。,法人が職務著作により著作者となる場合は、相続の対象となる。,死後50年が経過すれば、相続人が自由に権利行使できる。,イ,"著作権法第59条。著作者人格権は一身専属性を有し、著作者本人以外が持つことはできない [18]。"
AI模擬,4-3 コンテンツ保護,,"著作権法上の「職務著作」において、通常の著作物（小説等）と異なり、法人名義での「公表」を要件としない著作物はどれか。",地図の著作物。,プログラムの著作物。,写真の著作物。,映画の著作物。,イ,"著作権法第15条第2項。プログラムは公表されない実態があるため、法人名義の公表は成立要件から除外されている [18]。"
AI模擬,4-2 技術保護,,"意匠法の新規性喪失の例外（第4条）において、2024年4月に施行された手続の簡素化の内容はどれか。",自ら公開した意匠について、証明書の提出が一切不要となった。,複数の公開行為がある場合、最先の公開についてのみ証明書を提出すれば、その後の同一・類似の意匠の公開についての証明書の提出が免除される。,公開から1年以内であれば、出願時に申請するだけで足りるようになった。,SNSでの拡散については、本規定を適用できなくなった。,イ,"意匠法改正（令和5年）。最先の一件の証明で足りる「一括証明」が可能になった [32]。"
AI模擬,4-4 デザイン保護,,"意匠法上の「関連意匠」を、本意匠（基礎意匠）の出願の日からいつまで出願できるようになったか。",本意匠の登録の日まで。,本意匠の出願日から10年を経過する日前まで。,本意匠の公報発行日まで。,本意匠の存続期間が終了するまで。,イ,"意匠法第10条（改正）。関連意匠の出願期間は、基礎意匠の出願日から10年に延長された [32]。"
AI模擬,4-4 デザイン保護,,"「秘密意匠（第14条）」において、意匠の内容を公報等で秘密にできる期間の上限はどれか。",登録の日から1年間。,登録の日から3年間。,出願の日から5年間。,設定登録の日から25年間。,イ,"意匠法第14条。意匠権の設定登録の日から3年以内の期間を指定して、意匠の内容を秘密にできる [18]。"
AI模擬,5-2 エンフォースメント,,"特許法第102条第1項第2号（令和元年改正）により、権利者の能力を超える侵害品数量があった場合、賠償額をどのように計算できるか。",能力を超える部分は損害とみなされず、賠償を請求できない。,能力を超える部分については、ライセンス料相当額を損害として加算して請求できる。,侵害者の販売数量すべてに、侵害者の利益率を乗じた額を請求できる。,一律に1億円の賠償額が適用される。,イ,"特許法第102条1項2号。能力超過分をライセンス料相当として合算可能になった [18]。"
AI模擬,5-1 契約,,"特許ライセンス契約において、当事者が「特許プール」などの仕組みを構築し、複数の特許を相互に利用し合う契約形態を何と呼ぶか。",専用実施権契約,クロスライセンス契約,サブライセンス契約,オプション契約。,イ,"知財実務。互いの特許を許諾し合う手法を「クロスライセンス」と呼ぶ [5]。"
AI模擬,3-1 調査,,"J-PlatPatの特許調査において、技術的な観点（目的、用途、構造等）から多角的に分類され、日本独自に展開されている分類記号を何と呼ぶか。",IPC（国際特許分類）,FI（ファイルインデックス）,Fターム（ファイルフォーミングターム）,ニース分類。,ウ,"J-PlatPat実務。Fタームは、一つの文献に多角的な観点から記号を付与する日本独自の検索用分類である [5]。"
AI模擬,6. 関係法規,,"経済安全保障推進法に基づき、特許庁による第一次審査の結果、「特定技術分野」に属すると判断された発明の送付先はどこか。",内閣総理大臣（内閣府）。,防衛大臣。,経済産業大臣。,裁判所。,ア,"経済安全保障推進法第66条。特許庁が第一次審査を行い、特定技術分野に該当するものを内閣府へ送付して保全審査に回す [27]。"
AI模擬,2-2 リスク管理,,"取適法（2026年施行）に基づき、委託事業者が支払遅延が生じた場合に支払うべき「遅延利息」の法定年率はどれか。",年3.0%,年5.0%,年14.6%,年20.0%。,ウ,"取適法（および下請法）。中小受託事業者の保護のため、年14.6%という高い遅延利息が設定されている [2]。"
AI模擬,2-1 法務,,"改正種苗法に基づき、種苗を販売する際に表示しなければならない事項に含まれないものはどれか。",登録品種である旨（PVPマーク等）。,輸出の制限がある場合は、その旨と制限の内容。,栽培地域の制限がある場合は、その制限の内容。,種苗の品種を考案した者の住所と氏名。,エ,"種苗法第21条。表示義務は登録品種であることや地域・輸出制限に限定されている [33]。"
AI模擬,4-3 コンテンツ保護,,"著作権法上の「引用（第32条）」が成立するために必要な要素として、適切なものはどれか。",引用部分と自らの文章等の「主従関係」が明確であること。,引用元の著作者に事前にメールで許可を得ていること。,引用する著作物が、まだ公表されていない未公表のものであること。,出典を明記せず、自らの創作物として発表すること。,ア,"著作権法第32条。引用は主（自らの文章）と従（引用部分）が明確であり、正当な範囲内で行われる必要がある [5]。"
AI模擬,4-2 技術保護,,"実用新案登録出願をした後、その出願を「特許出願」へ変更することが認められる期間（時期）はいつまでか。",実用新案権の登録がなされるまで。,実用新案登録出願の日から3年以内の一定期間内。,出願公開がなされるまで。,実用新案権の存続期間（10年）が終了するまで。,イ,"特許法第46条の2。出願から3年以内の制限下で、特許への出願変更が可能である [18]。"
AI模擬,4-1 ブランド保護,,"商標のコンセント制度（第4条第4項）により併存登録された後、実際に混同が生じた場合に相手方に請求できることは何か。",商標権の全額譲渡。,混同を防止するために必要な表示（混同防止表示）を付加すること。,特許庁による職権無効審査。,相手方の代表取締役の交代。,イ,"商標法第24条の4。併存登録後も利益侵害のおそれがあれば、互いに混同防止表示の付与を請求できる [4]。"
AI模擬,2-2 リスク管理,,"改正不正競争防止法（2024年4月施行）において、「限定提供データ」の侵害に対する救済措置として、拡充された内容はどれか。",秘密管理されている共有ビッグデータであっても、侵害に対する差止請求が可能となった。,侵害行為そのものに死刑が科されるようになった。,すべての限定提供データの保護期間が100年に延長された。,海外での侵害行為には一切適用されないこととなった。,ア,"不競法改正。秘密管理されている共有データも不競法による救済の対象となった [9]。"
AI模擬,4-4 デザイン保護,,"内装の意匠（第8条の2）として登録を受ける際、内装を構成する個々の物品（椅子、テーブル等）についての要件はどれか。",構成するすべての物品が、個別に意匠登録を受けていなければならない。,構成する物品自体が個別に意匠登録されている必要はなく、内装全体として「統一的な美感」があればよい。,構成する物品は、すべて同一のメーカーのものでなければならない。,物品は、土地に固定された建築物であってはならない。,イ,"意匠法第8条の2。内装全体を評価するため、個々の物品の登録状況は問われない [16]。"
AI模擬,4-2 技術保護,,"2026年4月以降、弁理士や弁護士などの代理人が、特許庁からのオンライン発送を拒絶して郵送で受け取ることの可否はどうか。",代理人の自由な選択により可能である。,改正特例法の規定によりオンライン受領が必須となり、拒絶はできない。,初回の手続のみ書面で行えば、郵送への切り替えが可能である。,オンライン受領を忘れた場合に限り、特許庁が特別に郵送する義務を負う。,イ,"特例法改正案。業として対特許庁手続を代理する者については、オンライン受領が法律上義務化される [1]。"
AI模擬,6. 関係法規,,"経済安全保障推進法に基づく特許出願の非公開制度において、保全指定の解除を検討する審査の頻度はどれか。",半年ごと。,1年ごと。,5年ごと。,存続期間中に一度も審査し直すことはない。,イ,"経済安全保障推進法第72条。少なくとも1年ごとに保全指定を継続する必要があるか確認しなければならない [18]。"
